word,korean_meaning,selected_pos,selected_meaning,english_definition,example_sentence,example_translation,topic_group,assigned_topic,skipped_topics,skip_reason,image_prompt,video_prompt,safety_replaced,quality_status,generation_status,retry_count,failure_reason,manual_review
defeat,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The defeat is important.,defeat(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The defeat is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The defeat is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
capture,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The capture is important.,capture(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The capture is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The capture is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
perspective,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The perspective is important.,perspective(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The perspective is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The perspective is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
desperate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The desperate is important.,desperate(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The desperate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The desperate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
apparent,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The apparent is important.,apparent(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The apparent is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The apparent is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
contradict,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The contradict is important.,contradict(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The contradict is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The contradict is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
aggressive,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The aggressive is important.,aggressive(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The aggressive is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The aggressive is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
companion,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The companion is important.,companion(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The companion is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The companion is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
compromise,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The compromise is important.,compromise(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The compromise is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The compromise is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
commitment,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The commitment is important.,commitment(은) 는 중요하다.,관심사,코딩,,,"cartoon style, computer screen, coding interface, illustrate: The commitment is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The commitment is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
stock,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The stock is important.,stock(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The stock is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The stock is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
publish,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The publish is important.,publish(은) 는 중요하다.,관심사,인공지능,,,"cartoon style, robot, futuristic, illustrate: The publish is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The publish is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
literature,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The literature is important.,literature(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The literature is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The literature is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
fiction,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The fiction is important.,fiction(은) 는 중요하다.,관심사,소설 쓰기,,,"cartoon style, writing desk, notebook, illustrate: The fiction is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The fiction is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
author,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The author is important.,author(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The author is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The author is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
symbol,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The symbol is important.,symbol(은) 는 중요하다.,관심사,음악,,,"cartoon style, musical instruments, stage, illustrate: The symbol is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The symbol is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
plot,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The plot is important.,plot(은) 는 중요하다.,학습,초등학교 6 학년 사회,,,"cartoon style, classroom, social studies, illustrate: The plot is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The plot is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
collaborate,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The collaborate is important.,collaborate(은) 는 중요하다.,관심사,스포츠,,,"cartoon style, sports field, active pose, illustrate: The collaborate is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The collaborate is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
statue,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The statue is important.,statue(은) 는 중요하다.,학습,초등학교 6 학년 과학,,,"cartoon style, laboratory, science experiment, illustrate: The statue is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The statue is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
state,뜻을 확인해야 함,명사,뜻을 확인해야 함,a 명사 related to 뜻을 확인해야 함,The state is important.,state(은) 는 중요하다.,관심사,게임,,,"cartoon style, bright colors, game scene, illustrate: The state is important., safe for children, clear and simple","8 second video, cartoon style: 0-2s introduce scene, 2-6s show action from 'The state is important.', 6-8s conclusion, safe for children, smooth animation",False,pending,success,0,,False
